CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"CIS-2-METHYL-2-BUTYENYLNEOPETASYL-ESTER","CIS2METHYL2BUTYENYLNEOPETASYLESTER","","","","DBMUQS","20-SEP-02",""
"CIS-3-HEXEN-1-YL-ACETATE","CIS3HEXEN1YLACETATE","","","","DBMUQS","20-SEP-02",""
"CIS-3-HEXENYL","CIS3HEXENYL","","","","DBMUQS","20-SEP-02",""
"CIS-4-(BUT-CIS-2-ENYLIDENE)-3,5,5-TRIMETHYLCYCLOHEX-2-EN-1-ONE","CIS4BUTCIS2ENYLIDENE355TRIMETHYLCYCLOHEX2EN1ONE","","","","DBMUQS","20-SEP-02",""
"CIS-4-ETHOXY-PIN-2-ENE","CIS4ETHOXYPIN2ENE","","","","DBMUQS","20-SEP-02",""
"CIS-9,12-OCTADECADIENOIC-ACID","CIS912OCTADECADIENOICACID","","","","DBMUQS","20-SEP-02",""
"CIS-BETA-CAROTENE","CISBETACAROTENE","","","","DBMUQS","20-SEP-02",""
"CIS-CHRSANTHENOL","CISCHRSANTHENOL","","","","DBMUQS","20-SEP-02",""
"CIS-CHRYSANTHENOL-ANGELATE","CISCHRYSANTHENOLANGELATE","","","","DBMUQS","20-SEP-02",""
"CIS-CRYPTOXANTHIN","CISCRYPTOXANTHIN","","","","DBMUQS","20-SEP-02",""
"CIS-DENDRANTHEMA-SPIROFURAN-A","CISDENDRANTHEMASPIROFURANA","","","","DBMUQS","20-SEP-02",""
"CIS-HEXEN-1-OL","CISHEXEN1OL","","","","DBMUQS","20-SEP-02",""
"CIS-HEXENYL-BENZOATE","CISHEXENYLBENZOATE","","","","DBMUQS","20-SEP-02",""
"CIS-HEXENYL-BUTYRATE","CISHEXENYLBUTYRATE","","","","DBMUQS","20-SEP-02",""
"CIS-LIMONENE-EPOXIDE","CISLIMONENEEPOXIDE","","","","DBMUQS","20-SEP-02",""
"CIS-MENTH-2-EN-1-OL","CISMENTH2EN1OL","","","","DBMUQS","20-SEP-02",""
"CIS-O-HYDROXYCINNAMIC-ACID","CISOHYDROXYCINNAMICACID","","","","DBMUQS","20-SEP-02",""
"CIS-OCIMENONE","CISOCIMENONE","","","","DBMUQS","20-SEP-02",""
"CIS-P-MENTH-2-ENOL","CISPMENTH2ENOL","","","","DBMUQS","20-SEP-02",""
"CIS-PINENE-HYDRATE","CISPINENEHYDRATE","","","","DBMUQS","20-SEP-02",""
"CIS-SABINENE-HYDRATE-ACETATE","CISSABINENEHYDRATEACETATE","","","","DBMUQS","20-SEP-02",""
"CIS-SALVENE","CISSALVENE","","","","DBMUQS","20-SEP-02",""
"CIS-SPIROKETOL-ENOL-ETHER","CISSPIROKETOLENOLETHER","","","","DBMUQS","20-SEP-02",""
"CIS-TAGETONE","CISTAGETONE","","","","DBMUQS","20-SEP-02",""
"CIS-THUJENOL","CISTHUJENOL","","","","DBMUQS","20-SEP-02",""
"CIS-Z-P-MENTHEN-1-OL","CISZPMENTHEN1OL","","","","DBMUQS","20-SEP-02",""
"CISTANOSIDE-F","CISTANOSIDEF","","","","DBMUQS","20-SEP-02",""
"CITRONAL","CITRONAL","","","","DBMUQS","20-SEP-02",""
"COLOSOLIC-ACID","COLOSOLICACID","","","","DBMUQS","20-SEP-02",""
"CORIANDRINOL","CORIANDRINOL","","","","DBMUQS","20-SEP-02",""
"CORIANDRONE-A","CORIANDRONEA","","","","DBMUQS","20-SEP-02",""
"CORIANDRONE-D","CORIANDRONED","","","","DBMUQS","20-SEP-02",""
"CORNOSIDE","CORNOSIDE","","","","DBMUQS","20-SEP-02",""
"CORYLIDIN","CORYLIDIN","","","","DBMUQS","20-SEP-02",""
"CORYLINAL","CORYLINAL","","","","DBMUQS","20-SEP-02",""
"COTARNOLINE","COTARNOLINE","","","","DBMUQS","20-SEP-02",""
"COUMESTROL-O-GLUCOSIDE","COUMESTROLOGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CREBANINE","CREBANINE","","","","DBMUQS","20-SEP-02",""
"CREPIDIASIDE-B","CREPIDIASIDEB","","","","DBMUQS","20-SEP-02",""
"CROLECHINIC-ACID","CROLECHINICACID","","","","DBMUQS","20-SEP-02",""
"CROLECHINOL","CROLECHINOL","","","","DBMUQS","20-SEP-02",""
"CROMIUM","CROMIUM","","","","DBMUQS","20-SEP-02",""
"CUCURBITACIN-Q-2-O-BETA-D-GLUCOSIDE","CUCURBITACINQ2OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CUPREINE","CUPREINE","","","","DBMUQS","20-SEP-02",""
"CURRYANIN","CURRYANIN","","","","DBMUQS","20-SEP-02",""
"CURZERENE","CURZERENE","","","","DBMUQS","20-SEP-02",""
"CYANIDE","CYANIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-(6-O-TRANS-P-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE","CYANIDIN3O6OTRANSPCOUMAROYL2OBETADXYLOPYRANOSYLBETADGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-(6-TRANS-P-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE","CYANIDIN3O6TRANSPCOUMAROYL2OBETADXYLOPYRANOSYLBETADGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-ALPHA-L-RHAMNOSIDE","CYANIDIN3OALPHALRHAMNOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-BETA-(3''-6''-DIMALONYL-GLUCOSIDE)","CYANIDIN3OBETA36DIMALONYLGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-BETA-(6''-MALONYL-3''-O-BETA-D-GLUCOPYRANOSYL-GLUCOPYRANOSIDE)","CYANIDIN3OBETA6MALONYL3OBETADGLUCOPYRANOSYLGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-BETA-(6''-MALONYL-GLUCOPYRANOSIDE)","CYANIDIN3OBETA6MALONYLGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-O-BETA-D-XYLOGLUCOSIDE-5-GLUCOSIDE","CYANIDIN3OBETADXYLOGLUCOSIDE5GLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-3-XYLOGLUCOSIDE","CYANIDIN3XYLOGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDIN-5-O-GLUCOSIDE-3-O-SOPHOROSIDE","CYANIDIN5OGLUCOSIDE3OSOPHOROSIDE","","","","DBMUQS","20-SEP-02",""
"CYANIDINS","CYANIDINS","","","","DBMUQS","20-SEP-02",""
"CYCLOGALEGINOSIDE-A","CYCLOGALEGINOSIDEA","","","","DBMUQS","20-SEP-02",""
"CYCLOLINOPEPTIDE-B","CYCLOLINOPEPTIDEB","","","","DBMUQS","20-SEP-02",""
"CYCLOMAHANIMBINE","CYCLOMAHANIMBINE","","","","DBMUQS","20-SEP-02",""
"CYCLOOXYGENASE","CYCLOOXYGENASE","","","","DBMUQS","20-SEP-02",""
"D-1-ACETOXYPINORESINOL-4'-BETA-D-GLUCOSIDE","D1ACETOXYPINORESINOL4BETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"D-ARABITOL","DARABITOL","","","","DBMUQS","20-SEP-02",""
"D-LACTOSE","DLACTOSE","","","","DBMUQS","20-SEP-02",""
"D-ODONITOL","DODONITOL","","","","DBMUQS","20-SEP-02",""
"DAIDZEIN-4,7-DIGLUCOSIDE","DAIDZEIN47DIGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DAIDZEIN-7-O-METHYL-ETHER","DAIDZEIN7OMETHYLETHER","","","","DBMUQS","20-SEP-02",""
"DALBERGIOIDIN","DALBERGIOIDIN","","","","DBMUQS","20-SEP-02",""
"DAPHNETIN-8-O-BETA-D-GLUCOSIDE","DAPHNETIN8OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DARENDROSIDE-A","DARENDROSIDEA","","","","DBMUQS","20-SEP-02",""
"DARENDROSIDE-B","DARENDROSIDEB","","","","DBMUQS","20-SEP-02",""
"DAUCOSTEROL-6'-O-PALMITATE","DAUCOSTEROL6OPALMITATE","","","","DBMUQS","20-SEP-02",""
"DEACETYLFAWCETTIINE","DEACETYLFAWCETTIINE","","","","DBMUQS","20-SEP-02",""
"DEACETYLMATRICAINE","DEACETYLMATRICAINE","","","","DBMUQS","20-SEP-02",""
"DECAFFEOYL-VERBASCOSIDE","DECAFFEOYLVERBASCOSIDE","","","","DBMUQS","20-SEP-02",""
"DECAN-1-OL-ACETATE","DECAN1OLACETATE","","","","DBMUQS","20-SEP-02",""
"DECYLIC-ACID-ESTER","DECYLICACIDESTER","","","","DBMUQS","20-SEP-02",""
"DEGLUCONEORUSCIN","DEGLUCONEORUSCIN","","","","DBMUQS","20-SEP-02",""
"DEHYDRO-ALPHA-ISOLAPACHONE","DEHYDROALPHAISOLAPACHONE","","","","DBMUQS","20-SEP-02",""
"DEHYDRO-DICONIFERYL-GLUCOSIDE-D","DEHYDRODICONIFERYLGLUCOSIDED","","","","DBMUQS","20-SEP-02",""
"DEHYDRO-DICONIFERYL-GLUCOSIDE-E","DEHYDRODICONIFERYLGLUCOSIDEE","","","","DBMUQS","20-SEP-02",""
"DEHYDRO-DICONIFERYL-GLUCOSIDE-F","DEHYDRODICONIFERYLGLUCOSIDEF","","","","DBMUQS","20-SEP-02",""
"DEHYDRO-DICONIFERYL-GLUCOSIDE-G","DEHYDRODICONIFERYLGLUCOSIDEG","","","","DBMUQS","20-SEP-02",""
"DEHYDROABIETAL","DEHYDROABIETAL","","","","DBMUQS","20-SEP-02",""
"DEHYDROABIETINOL","DEHYDROABIETINOL","","","","DBMUQS","20-SEP-02",""
"DEHYDROCANNABIELSOIN-I","DEHYDROCANNABIELSOINI","","","","DBMUQS","20-SEP-02",""
"DEHYDROCANNABIFURAN","DEHYDROCANNABIFURAN","","","","DBMUQS","20-SEP-02",""
"DEHYDRODIISOEUGENOL","DEHYDRODIISOEUGENOL","","","","DBMUQS","20-SEP-02",""
"DEHYDROHEXAHYDROXYDIPHENIC-ACID","DEHYDROHEXAHYDROXYDIPHENICACID","","","","DBMUQS","20-SEP-02",""
"DEHYDRONANTENINE","DEHYDRONANTENINE","","","","DBMUQS","20-SEP-02",""
"DEHYDROSAUSSUREALACTONE","DEHYDROSAUSSUREALACTONE","","","","DBMUQS","20-SEP-02",""
"DELPHINIDIN-3-(6''-MALONYLGLUCOSIDE)-5-MALONYLGLUCOSIDE","DELPHINIDIN36MALONYLGLUCOSIDE5MALONYLGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DELPHINIDIN-3-(P-COUMARYL)-GLUCOSIDE","DELPHINIDIN3PCOUMARYLGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DELPHINIDIN-3-O-BETA-GLUCOSIDE","DELPHINIDIN3OBETAGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DELPHINIDIN-3-XYLOGLUCOSIDE","DELPHINIDIN3XYLOGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DELTA-1-TETRAHYDROCANNABINOL","DELTA1TETRAHYDROCANNABINOL","","","","DBMUQS","20-SEP-02",""
"DELTA-3-CARENE-EPOXIDE","DELTA3CARENEEPOXIDE","","","","DBMUQS","20-SEP-02",""
"DELTA-6,7-OCTADECANOIC-ACID","DELTA67OCTADECANOICACID","","","","DBMUQS","20-SEP-02",""
"DELTA-7,14-STIGMASTANOL","DELTA714STIGMASTANOL","","","","DBMUQS","20-SEP-02",""
"DELTA-7,8-OCTADECANOIC-ACID","DELTA78OCTADECANOICACID","","","","DBMUQS","20-SEP-02",""
"DELTA-7-STIGMASTENONE-(3)","DELTA7STIGMASTENONE3","","","","DBMUQS","20-SEP-02",""
"DELTA-8-TETRAHYDROCANNABINOL","DELTA8TETRAHYDROCANNABINOL","","","","DBMUQS","20-SEP-02",""
"DELTA-9-TETRAHYDROCANNABINOL","DELTA9TETRAHYDROCANNABINOL","","","","DBMUQS","20-SEP-02",""
"DELTA-AVENASTEROL","DELTAAVENASTEROL","","","","DBMUQS","20-SEP-02",""
"DEMTHYLMEDICARPIN","DEMTHYLMEDICARPIN","","","","DBMUQS","20-SEP-02",""
"DEOXYTUBULOSINE","DEOXYTUBULOSINE","","","","DBMUQS","20-SEP-02",""
"DI-(P-HYDROXY-CIS-STYRYL)-METHANE","DIPHYDROXYCISSTYRYLMETHANE","","","","DBMUQS","20-SEP-02",""
"DI-2-BUTYLDISULFIDE","DI2BUTYLDISULFIDE","","","","DBMUQS","20-SEP-02",""
"DI-2-BUTYLTRISULFIDE","DI2BUTYLTRISULFIDE","","","","DBMUQS","20-SEP-02",""
"DI-P-COUMAROYL-TRIFOLIN","DIPCOUMAROYLTRIFOLIN","","","","DBMUQS","20-SEP-02",""
"DIACETYL-SERRATENEDIOL","DIACETYLSERRATENEDIOL","","","","DBMUQS","20-SEP-02",""
"DIACETYLENE","DIACETYLENE","","","","DBMUQS","20-SEP-02",""
"DIADZIN","DIADZIN","","","","DBMUQS","20-SEP-02",""
"DIALLYL-SULFATE","DIALLYLSULFATE","","","","DBMUQS","20-SEP-02",""
"DIANCHINENOSIDE-D","DIANCHINENOSIDED","","","","DBMUQS","20-SEP-02",""
"DIARYLPROPANOIDS","DIARYLPROPANOIDS","","","","DBMUQS","20-SEP-02",""
"DICHLOROOROXYLIN-A","DICHLOROOROXYLINA","","","","DBMUQS","20-SEP-02",""
"DIGALACTOSYLDIGLKYCEIDE","DIGALACTOSYLDIGLKYCEIDE","","","","DBMUQS","20-SEP-02",""
"DIHYDROBUTYLIDENE-PHTHALIDE","DIHYDROBUTYLIDENEPHTHALIDE","","","","DBMUQS","20-SEP-02",""
"DIHYDROCHELILUTINE","DIHYDROCHELILUTINE","","","","DBMUQS","20-SEP-02",""
"DIHYDROCONCURESSINE","DIHYDROCONCURESSINE","","","","DBMUQS","20-SEP-02",""
"DIHYDROEUDESMOL","DIHYDROEUDESMOL","","","","DBMUQS","20-SEP-02",""
"DIHYDROISOOSAJIN","DIHYDROISOOSAJIN","","","","DBMUQS","20-SEP-02",""
"DIHYDROLYCOLUCINE","DIHYDROLYCOLUCINE","","","","DBMUQS","20-SEP-02",""
"DIHYDROMACARPINE","DIHYDROMACARPINE","","","","DBMUQS","20-SEP-02",""
"DIHYDROPINOL","DIHYDROPINOL","","","","DBMUQS","20-SEP-02",""
"DIHYDROPIPERCIDE","DIHYDROPIPERCIDE","","","","DBMUQS","20-SEP-02",""
"DIHYDROQUININE","DIHYDROQUININE","","","","DBMUQS","20-SEP-02",""
"DIHYDROTAGETENONE","DIHYDROTAGETENONE","","","","DBMUQS","20-SEP-02",""
"DIHYDROXY-DIMETHOXY-ANTHRAQUINONE","DIHYDROXYDIMETHOXYANTHRAQUINONE","","","","DBMUQS","20-SEP-02",""
"DIHYDROXYLUPENE","DIHYDROXYLUPENE","","","","DBMUQS","20-SEP-02",""
"DIHYDROXYNARDOL-CINNAMATE","DIHYDROXYNARDOLCINNAMATE","","","","DBMUQS","20-SEP-02",""
"DIISOPROPYL-TRISULFIDE","DIISOPROPYLTRISULFIDE","","","","DBMUQS","20-SEP-02",""
"DILLANOL","DILLANOL","","","","DBMUQS","20-SEP-02",""
"DILLENETIN-3-GALACTOSIDE","DILLENETIN3GALACTOSIDE","","","","DBMUQS","20-SEP-02",""
"DIMBOA-GLUCOSIDE","DIMBOAGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"DIMETHOXYKAVAIN","DIMETHOXYKAVAIN","","","","DBMUQS","20-SEP-02",""
"DIMETHYL-ACETAL","DIMETHYLACETAL","","","","DBMUQS","20-SEP-02",""
"DIMETHYL-FURAN","DIMETHYLFURAN","","","","DBMUQS","20-SEP-02",""
"DIMETHYL-PENTASULFIDE","DIMETHYLPENTASULFIDE","","","","DBMUQS","20-SEP-02",""
"DIMETHYL-TECTORIGENIN","DIMETHYLTECTORIGENIN","","","","DBMUQS","20-SEP-02",""
"DIOLEOLINOLEIN","DIOLEOLINOLEIN","","","","DBMUQS","20-SEP-02",""
"DIOSMETIN-7-O-BETA-GLUCURONIDE","DIOSMETIN7OBETAGLUCURONIDE","","","","DBMUQS","20-SEP-02",""
"DIOSMETIN-GLYCOSIDES","DIOSMETINGLYCOSIDES","","","","DBMUQS","20-SEP-02",""
"DIPRENYL-NARINGENIN","DIPRENYLNARINGENIN","","","","DBMUQS","20-SEP-02",""
"DIPROPENYL-DISULFIDE","DIPROPENYLDISULFIDE","","","","DBMUQS","20-SEP-02",""
"DIPROPENYL-SULFIDE","DIPROPENYLSULFIDE","","","","DBMUQS","20-SEP-02",""
"DIPTERYXINE","DIPTERYXINE","","","","DBMUQS","20-SEP-02",""
"DISAIN","DISAIN","","","","DBMUQS","20-SEP-02",""
"DL-1,1,3-TRIMETHYLCYCLOPENTAN-4-ONE","DL113TRIMETHYLCYCLOPENTAN4ONE","","","","DBMUQS","20-SEP-02",""
"DL-DALBERGIODIN","DLDALBERGIODIN","","","","DBMUQS","20-SEP-02",""
"DL-EUCHRESTAFLAVANONE-B","DLEUCHRESTAFLAVANONEB","","","","DBMUQS","20-SEP-02",""
"DL-T-CADINOL","DLTCADINOL","","","","DBMUQS","20-SEP-02",""
"DOCOS-3-ENE","DOCOS3ENE","","","","DBMUQS","20-SEP-02",""
"DOCOSYL-FERULATE","DOCOSYLFERULATE","","","","DBMUQS","20-SEP-02",""
"DODECATRIENOIC-ACID","DODECATRIENOICACID","","","","DBMUQS","20-SEP-02",""
"DOPA-DECARBOXYLASE","DOPADECARBOXYLASE","","","","DBMUQS","20-SEP-02",""
"DOTRIACONTANOIC-ACID","DOTRIACONTANOICACID","","","","DBMUQS","20-SEP-02",""
"DUCHESIDE-B","DUCHESIDEB","","","","DBMUQS","20-SEP-02",""
"ECALYPTIN","ECALYPTIN","","","","DBMUQS","20-SEP-02",""
"ECHINADIOL-CINNAMATE","ECHINADIOLCINNAMATE","","","","DBMUQS","20-SEP-02",""
"EGOMAKETONE","EGOMAKETONE","","","","DBMUQS","20-SEP-02",""
"EICOS-1-ENE","EICOS1ENE","","","","DBMUQS","20-SEP-02",""
"ELGONICA-DIMER-A","ELGONICADIMERA","","","","DBMUQS","20-SEP-02",""
"ELIXENE","ELIXENE","","","","DBMUQS","20-SEP-02",""
"EMODIN-6-MONOGLUCOSIDE","EMODIN6MONOGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"EMODIN-ANTHRONE","EMODINANTHRONE","","","","DBMUQS","20-SEP-02",""
"ENDOPOLYGALACTURONASE","ENDOPOLYGALACTURONASE","","","","DBMUQS","20-SEP-02",""
"EPIBUBBIALINE","EPIBUBBIALINE","","","","DBMUQS","20-SEP-02",""
"EPICATECHIN-(4-BETA->8)5-EPICATECHIN","EPICATECHIN4BETA85EPICATECHIN","","","","DBMUQS","20-SEP-02",""
"EPIMEDIN-B","EPIMEDINB","","","","DBMUQS","20-SEP-02",""
"EPIPHOTONEROL-A","EPIPHOTONEROLA","","","","DBMUQS","20-SEP-02",""
"EPISESAMIN","EPISESAMIN","","","","DBMUQS","20-SEP-02",""
"EPISMILAGENIN","EPISMILAGENIN","","","","DBMUQS","20-SEP-02",""
"EPOXYEREMOPETASINOROL","EPOXYEREMOPETASINOROL","","","","DBMUQS","20-SEP-02",""
"EPSILOM-TARAXASTEROL","EPSILOMTARAXASTEROL","","","","DBMUQS","20-SEP-02",""
"EREMOPETASINORONE-A","EREMOPETASINORONEA","","","","DBMUQS","20-SEP-02",""
"EREMOPETASITENIN-A-2","EREMOPETASITENINA2","","","","DBMUQS","20-SEP-02",""
"EREMOPETASITENIN-B-2","EREMOPETASITENINB2","","","","DBMUQS","20-SEP-02",""
"EREMOSULPHOXINOLIDE-B","EREMOSULPHOXINOLIDEB","","","","DBMUQS","20-SEP-02",""
"ERGOSTADIENOL","ERGOSTADIENOL","","","","DBMUQS","20-SEP-02",""
"ERIODICTYOL-3'-O-BETA-D-GLUCOPYRANOSIDE","ERIODICTYOL3OBETADGLUCOPYRANOSIDE","","","","DBMUQS","20-SEP-02",""
"ERIODICTYOL-7-METHYL-ETHER","ERIODICTYOL7METHYLETHER","","","","DBMUQS","20-SEP-02",""
"ERIODICTYOL-7-O-BETA-D-GLUCOSIDE","ERIODICTYOL7OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"ERIODIN","ERIODIN","","","","DBMUQS","20-SEP-02",""
"ERYTHROTRIOL","ERYTHROTRIOL","","","","DBMUQS","20-SEP-02",""
"ESCHOLAMIDINE","ESCHOLAMIDINE","","","","DBMUQS","20-SEP-02",""
"ESCHSCHOLTZINE","ESCHSCHOLTZINE","","","","DBMUQS","20-SEP-02",""
"ESCHSCHOLTZINE-N-OXIDE","ESCHSCHOLTZINENOXIDE","","","","DBMUQS","20-SEP-02",""
"ESCHSCHOLTZIONE","ESCHSCHOLTZIONE","","","","DBMUQS","20-SEP-02",""
"ESCLETIN-DIMETHYL-ETHER","ESCLETINDIMETHYLETHER","","","","DBMUQS","20-SEP-02",""
"ESCOLZINE","ESCOLZINE","","","","DBMUQS","20-SEP-02",""
"ESHOLINE","ESHOLINE","","","","DBMUQS","20-SEP-02",""
"ESTRADIOL-17-BETA","ESTRADIOL17BETA","","","","DBMUQS","20-SEP-02",""
"ESTRAGOLEL","ESTRAGOLEL","","","","DBMUQS","20-SEP-02",""
"ESTRAGONOSIDE","ESTRAGONOSIDE","","","","DBMUQS","20-SEP-02",""
"ESTRGOLE","ESTRGOLE","","","","DBMUQS","20-SEP-02",""
"ETHOXY-2-ACETATE","ETHOXY2ACETATE","","","","DBMUQS","20-SEP-02",""
"ETHYL-KETONE","ETHYLKETONE","","","","DBMUQS","20-SEP-02",""
"ETHYL-TRANS-HEXADECENOATE","ETHYLTRANSHEXADECENOATE","","","","DBMUQS","20-SEP-02",""
"ETHYL-UNDECANOATE","ETHYLUNDECANOATE","","","","DBMUQS","20-SEP-02",""
"ETHYLTHIOMETHYL-BENZENE","ETHYLTHIOMETHYLBENZENE","","","","DBMUQS","20-SEP-02",""
"EUCALYPTIN-ACETATE","EUCALYPTINACETATE","","","","DBMUQS","20-SEP-02",""
"EUCHRESTAFLAVANONE-B","EUCHRESTAFLAVANONEB","","","","DBMUQS","20-SEP-02",""
"EUCHRESTAFLAVANONE-C","EUCHRESTAFLAVANONEC","","","","DBMUQS","20-SEP-02",""
"EUDESMAMOLIDES","EUDESMAMOLIDES","","","","DBMUQS","20-SEP-02",""
"EUDESMANES","EUDESMANES","","","","DBMUQS","20-SEP-02",""
"EUGENOL-4-O-BETA-D-GLUCOSIDE","EUGENOL4OBETADGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"EUGENOL-GLUCOSIDE","EUGENOLGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-1","EUGLOBALG1","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-2","EUGLOBALG2","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-3","EUGLOBALG3","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-4","EUGLOBALG4","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-5","EUGLOBALG5","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-6","EUGLOBALG6","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-G-7","EUGLOBALG7","","","","DBMUQS","20-SEP-02",""
"EUGLOBAL-IA2","EUGLOBALIA2","","","","DBMUQS","20-SEP-02",""
"FAGOMINE","FAGOMINE","","","","DBMUQS","20-SEP-02",""
"FAGOPYRUM-PROTEASE-INHIBITOR-BWI-1","FAGOPYRUMPROTEASEINHIBITORBWI1","","","","DBMUQS","20-SEP-02",""
"FAGOPYRUM-PROTEASE-INHIBITOR-BWI-2","FAGOPYRUMPROTEASEINHIBITORBWI2","","","","DBMUQS","20-SEP-02",""
"FAGOPYRUM-PROTEASE-INHIBITOR-BWI-3","FAGOPYRUMPROTEASEINHIBITORBWI3","","","","DBMUQS","20-SEP-02",""
"FAGOPYRUM-TRIPEPTIDE","FAGOPYRUMTRIPEPTIDE","","","","DBMUQS","20-SEP-02",""
"FARNESFEROL-A","FARNESFEROLA","","","","DBMUQS","20-SEP-02",""
"FARNESIFEROL-A","FARNESIFEROLA","","","","DBMUQS","20-SEP-02",""
"FATS","FATS","","","","DBMUQS","20-SEP-02",""
"FAVIN","FAVIN","","","","DBMUQS","20-SEP-02",""
"FERREDOXINS","FERREDOXINS","","","","DBMUQS","20-SEP-02",""
"FERUGININ","FERUGININ","","","","DBMUQS","20-SEP-02",""
"FERULOYL-SUCCINIC-ACID","FERULOYLSUCCINICACID","","","","DBMUQS","20-SEP-02",""
"FERULOYLTYRAMINES","FERULOYLTYRAMINES","","","","DBMUQS","20-SEP-02",""
"FIBER(DIETARY)","FIBERDIETARY","","","","DBMUQS","20-SEP-02",""
"FICIN-B","FICINB","","","","DBMUQS","20-SEP-02",""
"FILBERTONE","FILBERTONE","","","","DBMUQS","20-SEP-02",""
"FLAVAN-3-OL","FLAVAN3OL","","","","DBMUQS","20-SEP-02",""
"FLAVAN-3-OLS","FLAVAN3OLS","","","","DBMUQS","20-SEP-02",""
"FLAVOKAVIN-A","FLAVOKAVINA","","","","DBMUQS","20-SEP-02",""
"FLAVOKAVIN-B","FLAVOKAVINB","","","","DBMUQS","20-SEP-02",""
"FLAVOKAVIN-C","FLAVOKAVINC","","","","DBMUQS","20-SEP-02",""
"FLUROACETIC-ACID","FLUROACETICACID","","","","DBMUQS","20-SEP-02",""
"FOLATE","FOLATE","","","","DBMUQS","20-SEP-02",""
"FORMONONETIN-7-O-GLUCOSIDE","FORMONONETIN7OGLUCOSIDE","","","","DBMUQS","20-SEP-02",""
"FRAGROSIDE","FRAGROSIDE","","","","DBMUQS","20-SEP-02",""
"FRIEDELANONE","FRIEDELANONE","","","","DBMUQS","20-SEP-02",""
"FRIEDLIN","FRIEDLIN","","","","DBMUQS","20-SEP-02",""
"FUNGISTEROL","FUNGISTEROL","","","","DBMUQS","20-SEP-02",""
"FURANODESMA-1,3-DIEN","FURANODESMA13DIEN","","","","DBMUQS","20-SEP-02",""
"FUROEREMOPHILANE","FUROEREMOPHILANE","","","","DBMUQS","20-SEP-02",""
"GALEGIN","GALEGIN","","","","DBMUQS","20-SEP-02",""
"GALLOCATECHIN-(4-ALPHA-8)-GALLOCATECHIN-(4-ALPHA-8)-GALLOCATECHIN-GENTISIC-ACID","GALLOCATECHIN4ALPHA8GALLOCATECHIN4ALPHA8GALLOCATECHINGENTISICACID","","","","DBMUQS","20-SEP-02",""
"GALLOCATECHIN-(4-{ALPHA},8)-CATECHIN","GALLOCATECHIN4ALPHA8CATECHIN","","","","DBMUQS","20-SEP-02",""
"GAMMA-2-CADINENE","GAMMA2CADINENE","","","","DBMUQS","20-SEP-02",""
"GAMMA-GUAIENE","GAMMAGUAIENE","","","","DBMUQS","20-SEP-02",""
"GAMMA-L-GLUTAMYL-L-ARGININE","GAMMALGLUTAMYLLARGININE","","","","DBMUQS","20-SEP-02",""
"GAMMA-L-GLUTAMYL-S-(PROP-1-ENYL)-L-CYSTEINE","GAMMALGLUTAMYLSPROP1ENYLLCYSTEINE","","","","DBMUQS","20-SEP-02",""
"GANCAONIN-A","GANCAONINA","","","","DBMUQS","20-SEP-02",""
"GANCAONIN-C","GANCAONINC","","","","DBMUQS","20-SEP-02",""
"GANCAONIN-L","GANCAONINL","","","","DBMUQS","20-SEP-02",""
