REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
NNK58:367,"Iriki, Y., Fukuda, Y., Kakizaki, K., Nakazawa, M., Uesugi, Y., Kozu, T. 1984. Phytochemical Study of the Cell Wall of Berberidaceae. Nippon Nogeikagaku Kaishi, 58(4): 367-371.",,DUKE,28-Jun-00,
ARB:1140,"Battersby, A. R., Francis, R. J., Hirst, M., Ruveda, E. A., Staunton, J. 1975. Biosynthesis. Part XXI. Investigations on the Biosynthesis of Stylopine in Chelidonium Majus. J Chem Soc Perkin Trans I: 1140.",,DUKE,28-Jun-00,
II1982:315,"Ikuta, A. and Itokawa, H. 1982. Studies on the Alkaloids from Tissue Culture of Nandina domestica. Plant Tissue Cult Proc Int Congr Plant Tissue Cell Cult 5th: 315316.",,DUKE,28-Jun-00,
PM50:432,"Ruangrungsi, N., De-Eknamkul, W., Lange, G. L. 1984. Studies on Thai Medicinal Plant. Part I. Planta Medica, 50(5): 432-433.",,DUKE,28-Jun-00,
PHM4:357,"Wirth, C., Wagner, H. 1997. Pharmacologically Active Phenolic Compounds from the Bark of Mahonia aquifolium. Phytomedicine, 4(4): 357-358.",,DUKE,28-Jun-00,
CCC%,Collect Czech Chem Commun,,DUKE,28-Jun-00,28-Jun-00
CCC52:242,"Kostalova, D., Uhrin, D., Hrochova, V., Tomko, J. 1987. A new bisbenzylisoquinoline alkaloid from Mahonia aquifolium (Pursh) Nutt. Collect Czech Chem Commun, 52(1): 242-246.",,DUKE,28-Jun-00,
CP,Chem Pap,,DUKE,28-Jun-00,
CP40:389,"Kostalova, D., Hrochova, V., Tomko, J. 1986. Tertiary Alkaloids of Mahonia aquifolium (Pursh) Nutt. III. Chem Pap, 40(3): 389-394.",,DUKE,28-Jun-00,
KSK1986,"Khusainova, K. S. and Sadykov, Y. D. 1986. Alkaloids from Aerial Parts of Mahonia aquifolium. Izv Akad Nauk Tadzh Ssr Otd Fiz Mat Khim Geol Nauk, 1: 41-46.",,DUKE,28-Jun-00,
PM61:74,"Mulelr, K., Ziereis, K., Gawlik, I. 1995. The Antipsoriatic Mahonia aquifolium and its Active Constituents, II. Antiproliferative Activity Against Cell Growth of Human Keratinocytes. Planta Medica, 61(1): 74-75.",,DUKE,28-Jun-00,
CP39:537,"Slavik, J., Bochorakova, J., Kostalova, D., Hrochova, V. 1985. Alkaloids of Mahonia aquifolium (Pursh) Nutt. II. Chem Pap, 39(4): 537-542.",,DUKE,28-Jun-00,
GPH25:1405,"Sotnikova, R., Kostalova, D., Vaverkova, S. 1994. Effect of Bisbenzylisoquinoline Alkaloids from Mahonia aquifolium on the Isolated Rat Aorta. Gen Pharmacol, 25(7): 1405-1410.",,DUKE,28-Jun-00,
PM61:372,"Misik, V., Bezakova, L., Malekova, L., Kostalova, D. 1995. Lipoxygenase Inhibition and Antioxidant Properties of Protoberberine and Aporphine Alkaloids Isolated from Mahonia aquifolium. Planta Medica, 61(4): 372-373.",,DUKE,28-Jun-00,
PHM1:59,"Galle, K., Muller-Jakic, B., Proebstle, A., Jurcic, K., Bladt, S., Wagner, H. 1994. Analytical and Pharmacological Studies on Mahonia aquifolium. Phytomedicine, 1(1): 59-62.",,DUKE,28-Jun-00,
APJ,Acta Pharm Jugosl,,DUKE,28-Jun-00,
APJ22:19,"Kukic, P., Nikolic, R., Gorunovic, M. 1972. Comparative Pharmacognostic Study of Berberis (Barberry) vulgaris and Berberis aquifolium. Acta Pharm Jugosl, 22: 19-24.",,DUKE,28-Jun-00,
CHZ,Chem Zvesti,,DUKE,28-Jun-00,
CHZ35:279,"Kostavolva, D., Brazdovicova, B., Tomko, J. 1981. Isolation of Quaternary Alkaloids from Mahonia aquifolium (Pursh) Nutt. I. Chem Zvesti, 35: 279-283.",,DUKE,28-Jun-00,
PCE,Plant Cell Environ,,DUKE,28-Jun-00,
PCE8:631,"Berg, V. S. 1985. Physical, Chemical and Spectral Properties of Leaf Surfaces of Berberis aquifolium (Pursh.). Plant Cell Environ, 8(9): 631-638.",,DUKE,28-Jun-00,
JNP44:680,"Suess, T. R. and Stermitz, F. R. 1981. Alkaloids of Mahonia repens with a Brief Review of Previous Work in the Genus Mahonia. J. Natural Products, 44(6): 680-687.",,DUKE,28-Jun-00,
DAI42:1025,"Suess, T. R. and Stermitz, F. R. 1981. The Constituents of Castilleja rhexifolia, Mahonia repens and Oncidium cebolleta. Dissertation Abstract Int B, 42: 1025-1026.",,DUKE,28-Jun-00,
JPT69:64,"Seery, T. M. and Raymond, N. B. 1940. A Contribution to the Pharmacology of Berberine. J Pharmacol Exp Ther, 69: 64-67.",,DUKE,28-Jun-00,
PCE21:513,"Grace, S. C., Logan, B. A., Adams III, W. W. 1998. Seasonal Differences in Foliar Content of Chlorogenic Acid, a Phenylpropanoid Antioxidant, in Mahonia repens. Plant Cell Environ, 21(5): 513-521.",,DUKE,28-Jun-00,
VAG,"Van Wyk, B. E. and Gericke, N. 2000. People's Plants. Briza Publications, Arcadia, South Africa. 351 pp.",,DUKE,25-Jul-00,
ZIM,"Gelfand, M., Mavi, S., Drummond, R. B., and Ndemera, B. 1985. The Traditional Medical Practitioner in Zimbabwe. Mambo Press. 411 pp.",,DUKE,25-Jul-00,
FFJ6:221,"Mwangi, J., Addae-Mensah, I., Munavu, R., Lwande, W. 1991. Essential Oils of Kenyan Lippia Species. Part III. Flavour and Fragrance Journal, 6(3): 221-224.",,DUKE,25-Jul-00,
DAZ114:1588,"Neidlein, R., Staehle, R. 1974. Constituents of Lippia javanica. III. Deutsche Apot. Ziit., 114: 1588.",,DUKE,25-Jul-00,25-Jul-00
BSE14:307,"Rimpler, H., Sauerbier, H. 1986. Iridoid Glucosides as Taxonomic Markers in the Genera Lantana, Lippia, Aloysia and Phyla. Biochem. Syst. Ecol., 14(3): 307-310.",,DUKE,25-Jul-00,
UPW,"Burkill, H. M. 1985-1995. The Useful Plants of West Tropical Africa. Royal Botanical Gardens, Kew. Edition 2. 960 pp.",3 vols so far. Ed. 2 vol 1=A-D. 1985. Vol. 2=E-I. 1994. 636 pp. Vol. 3=J-L. 1995. 857 pp.,DUKE,25-Jul-00,
PC486:1935,"Urones, J. G., Marcos, I. S., Diez, D., Cubilla, L. 1998. Tricyclic Diterpenes from Hyptis dilatata. Phytochemistry, 486: 1935-1938.",,DUKE,26-Jul-00,
PC344:1176,"Wu, S. H., Zhang, H. J., Lin, Z. W., Sun, H. D. 1993. Terpenoids from Isodon grandifolia var. atuntzensis. Phytochemistry, 344: 1176-1178.",,DUKE,26-Jul-00,
PHM54:301,"Encarnacion-Dimayuga, R., Almada, G., Virgen, M. 1998. Minimum Antimicrobial Inhibitory Concentration of Carnosol and of the Ethanol Extract from Lepichinia hastata. Phytomedicine, 54: 301-305.",,DUKE,26-Jul-00,
PHZ504:279,"Ahmed, A. A., Hussein, N. S., De Adams, A. A., Mabry, T. J. 1995. Abietane Diterpenes from Lepechinia urbaniana. Pharmazie, 504: 279-280.",,DUKE,26-Jul-00,
PC232:333,"Cambie, R. C., Cox, R. E., Sidwell, D. 1984. Phenolic Diterpenoids of Podocarpus ferrugineus and other Podocarps. Phytochemistry, 232: 333-336.",,DUKE,26-Jul-00,
JAF453:578,"Pearson, D. A., Frankel, E. N., Aeschbach, R., German, J. B. 1997. Inhibition of Endothelial Cell-Mediated Oxidation of Low-Density Lipoprotein by Rosemary and Plant Phenolics. J. Agri. & Food Chemistry, 453: 578-582.",,DUKE,26-Jul-00,
PHZ533:210,"Bisio, A., Fontana, N., Romussi, G., De Tommasi, N. 1998. Diterpenes and Triterpenes from Salvia aurea L. Part 2. Constituents of Labiatae. Pharmazie, 533: 210-211.",,DUKE,26-Jul-00,
PC265:1471,"Gonzalez, A. G., Rodriguez, C. M., Luis, J. G. 1987. Diterpenes from the Flowers of Salvia canariensis. Phytochemistry, 265: 1471-1474.",,DUKE,26-Jul-00,26-Jul-00
PC31(9):3272,"Luis, J. G., Gonzalez, A. G., Andres, L. S., Mederos, S. 1992. Diterpenes from in vitro-Grown Salvia canariensis. Phytochemistry, 31(9): 3272-3273.",,DUKE,26-Jul-00,
PC47(5):895,"Amaro-Luis, J. M., Herrera, J. R., Luis, J. G. 1998. Abietane Diterpenoids from Salvia chinopeplica. Phytochemistry, 47(5): 895-897.",,DUKE,26-Jul-00,
PC35(5):1373,"Luis, J. G., Quinones, W., Grillo, T. A., Kishi, M. P. 1994. Diterpenes from the Aerial Part of Salvia columbariae. Phytochemistry, 35(5): 1373-1374.",,DUKE,26-Jul-00,
PC3012:4067,"Gonzalez, A. G., Andres, L. S., Luis, J. G., Brito, I., Rodriguez, M. L. 1991. Diterpenes from Salvia mellifera. Phytochemistry, 3012: 4067-4070.",,DUKE,26-Jul-00,
PC31(4):1297,"Gonzalez, A. G., Andres, L. S., Aguiar, Z. E., Luis, J. G. 1992. Diterpenes from Salvia mellifera and their Biogenetic Significance. Phytochemistry, 31(4): 1297-1305.",,DUKE,26-Jul-00,
PC33(3):635,"Luis, J. G., Andres, L. S. 1993. C-16 Hydroxylated Abietane Diterpenes from Salvia mellifera. Phytochemistry, 33(3): 635-638.",,DUKE,26-Jul-00,
PC34(3):863,"Luis, J. G., Grillo, T. A. 1993. Abietane Diterpenes from Salvia munzii. Phytochemistry, 34(3): 863-864.",,DUKE,26-Jul-00,
BBB62(3):561,"Tamura, Y., Takenaka, S., Sugiyama, S., Nakayama, R. 1998. Occurrence of Anserine as an Antioxidative Dipeptide in a Red Alga,",,DUKE,26-Jul-00,
PC30(7):2339,"Bruno, M., Savona, G., Piozzi, F., De la Torre, M. C., Rodriguez, B., Marlier, M. 1991. Abietane Diterpenoids from Lepechinia meyeni and Lepechinia hastata. Phytochemistry, 30(7): 2339-2343.",,DUKE,26-Jul-00,
CNC212:188,"Nurmukhamedova, M. R., Kasymov, S. Z., Adbullaev, N. D., Sidyakin, G. P., Yagudaev, M. R. 1985. Diterpenoids of Pulicaria ealviifolia. I. Structures of Salvin and Salvinin. Chemistry of Natural Compounds, 212: 188-191.",,DUKE,26-Jul-00,
PC29(3):993,"Dentali, S. J., Hoffmann, J. J. 1990. 16-Hydroxycarnosic Acid, a Diterpene from Salvia apiana. Phytochemistry, 29(3): 993-994.",,DUKE,26-Jul-00,
INJ30(3):223,"Dentali, S. J., Hoffmann, J. J. 1992. Potential Antiinfective Agents from Eriodictyon angustifolium and Salvia apiana. International J. Pharmacognosy, 30(3): 223-231.",,DUKE,26-Jul-00,
JNP46(4):593,"Savona, G., Bruno, M. 1983. Terpenoids of Cultivated Salvia canariensis. J. Natural Products, 46(4): 593-594.",,DUKE,26-Jul-00,
PC29(5):1691,"Gonzalez, A. G., Andres, L. S., Ravelo, A. G., Luis, J. G., Bazzocchi, I. L., West, J. 1990. Terpenoids from Salvia mellifera. Phytochemistry, 29(5): 1691-1693.",,DUKE,26-Jul-00,
DBN,Dokl Bolg Akad Nauk,,DUKE,26-Jul-00,
DBN47(1):59,"Tsankova, E., Enev, V., Knoakshiey, A., Genova, E. 1994. Constituents of the Growing in Bulgaria Salvia Species of Section Salvia. Dokl Bolg Akad Nauk, 47(1): 59-60.",,DUKE,26-Jul-00,
PC29(2):668,"De la Torre, M. C., Bruno, M., Piozzi, F., Savona, G., Rodriguez, B., Arnold, N. A. 1990. Terpenoids from Salvia willeana and S. virgata. Phytochemistry, 29(2): 668-670.",,DUKE,26-Jul-00,
CTD,"Castner, J. L., Timme, S. L., and Duke, J. A. 1998. A Field Guide to Medicinal and Useful Plants of the Upper Amazon. Feline Press, Gainesville, FL  32605. Phone/Fax: 352-371-6439. 160 pp. $38.00",,DUKE,27-Jul-00,
PJS,Pak. J. Sci. Ind. Res.,,DUKE,31-Aug-00,
PJS14:350,"Zaidi, Z. H., Sdiqui, B. S., Naim, Z. 1971. Chemical Investigations of Seeds of Abrus precatorius. Pak. J. Sci. Ind. Res., 14: 350.",,DUKE,31-Aug-00,
FAC,"Facciola, S. 1998. Cornucopia - A Source Book of Edible Plants. Kampong Publications, Vista CA. 713 pp.",,DUKE,30-Oct-00,
TAN,"Tanaka, T. 1976. Tanaka's Cyclopedia of Edible Plants of the World. Keigaku Publishing Co. Tokyo, 924 pp.",,DUKE,30-Oct-00,
YAN,"Yanovsky, E. 1936. Food Plants of the North American Indians. U.S. Dep. Agric., Misc. Publ. 237 pp. 1-88.",,DUKE,30-Oct-00,
LEG,"Duke, J. A. 1981. Handbook of Legumes of World Economic Importance. Plenum Press, NY, NY. 345 pp.",,DUKE,31-Oct-00,
HD1,"Duke, J. A. 2000. The Green Pharmacy Herbal Handbook. Rodale Press. 282 pp.",,DUKE,31-Oct-00,
BRU,"Bruneton, J. 1999. Pharmacognosy, Phytochemistry, Medicinal Plants. 2nd Ed. Lavoisier Publishing, Paris. 1119 pp.",,DUKE,28-Nov-00,
JPB1,J. Pharm. Belg. 43:359-363. 1988.,,DUKE,8-Dec-00,
HER2,Heredity 65: 249-257. 1990.,,DUKE,8-Dec-00,
MAD,"Madaus, G. 1976. Lehrbuch der Biologischen Hilfmittel. Vol,. 1-3. 2862 pp. (+ 144 p. index). Georg Olms Verlag, Hildescheim. Reprint of 1938 Madaus.",,DUKE,8-Dec-00,
DEP,"Dictionary of the Economic Products of India. 6 vols. by George Watt. 1889-1892. Reprint 1972. Nav Bharat Offset Process, Delhi.",,DUKE,8-Dec-00,
PHY1,"Phytate in Food. Harland & Oberleas. Wld. Rev. Nutr. Diet, 52: 235-259.",,DUKE,2-Jan-01,
ICMR,"(Indian Council of Medical Research). 1987. Medicinal Plants of India. Vol. 2. Indian Council of Medical Research. Cambridge Printing Works, New Delhi. 600 pp.",,DUKE,5-Jan-01,
LIL,"Duke, J. A. 1987. Living Liqueurs. 110 pp, ca 50 illustrations by Peggy Duke. Out of print. Quarterman Press, Lincoln, MA 01773.",,DUKE,6-Jan-01,
RIN,"Rinzler, C. A. 1990. The Complete Book of Herbs, Spices and Condiments. Facts on File, New York. 199 pp.",,DUKE,6-Jan-01,
HH2,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin.",,DUKE,22-Jan-01,
HH3,"Blaschek, W., Hansel, R., Keller, K., Reichling, J., Rimpler, H., and Schneider, G. eds. 1998. Hager's Handbuch der Pharmazeutischen Praxis, Auflage Band 2 (A-K), 909 pp., (L-Z), 858 pp. Springer-Verlag, Berlin.",,DUKE,22-Jan-01,
SPI,"Charalambous, G. (Ed.). 1994. Spices, Herbs and Edible Fungi. Elsevier Science B. V. Amsterdam. 764 pp.",,DUKE,25-Jan-01,
AAR,"Arndt, Alice. 1999. Seasoning Savvy. How to Cook with Herbs, Spices, and Other Flavorings. The Hawthorn Herbal Press, Binghamton, NY. 265 pp.",,DUKE,25-Jan-01,
M&I,"Microbiology & Immunology. Vol 44(1), 2000.",,DUKE,22-Feb-01,22-Feb-01
M&I44:9,"Microbiology & Immunology. Vol 44(1) (pp 9-15), 2000.",,DUKE,22-Feb-01,
ZEB,"Zebovitz, T. C. Ed. 1989. Part VII. Flavor and Fragrance Substances, in Keith L. H. and Walters, D.B., eds. Compendium of Safety Data Sheets for Research and Industrial Chemicals. VCH Publishers, New York. 3560-4253.
",,DUKE,13-Apr-01,
NAD,"Nadkarni, A. K. 1976. (Revised & Enlarged). Dr. K. M. Nadkarni's Indian Materia Medica. Volume One. 1319 pp, Volume Two. (Originally edited by Dr. K. M. Nadkarni, 1908.) Popular Prakashan Pvt. Ltd., Bombay. 968 pp.",,DUKE,2-May-01,
ADK,"Kinghorn, A. D. (Ed.) 2002. Medicinal and Aromatic Plants - Industrial Profiles. Stevia. The genus Stevia. Taylor & Francis. New York, NY. 211 pp.",,DUKE,28-Oct-02,
CWW,"Wright,C.W.(Ed)2002.Medicinal&Aromatic Plants-Industrial Profiles.Artemisia.344pp.Maffei,M.(Ed)2002.Vetiveria.The Genus Vetiveria.Taylor&Francis.NY,NY.191pp.Southwell,I.,Lowe,R.(Eds)1999.Tea Tree.The Genus Melaleuca.Harwood Acad.Pub.Amsterdam,Netherlands.",,DUKE,28-Oct-02,
RR203:396,"Shapiro, D. K., Kudinov, M. A., Narizhnaya, T. I., Kononovich, T. V., Starkova, N. Y. 1984. Biochemical Evaluation of Blueberries Grown in the BeloRussian Polessie. Rastitel'nye Resursy, 203:396-400.",,DUKE,4-Nov-02,
JCM,"Madlener, Judith C. 1977. (Illustrated by the author) The Seavegetable Book. Clarkson N. Potter, Inc., Publishers, New York. 288 pp.",,DUKE,21-Jan-03,
HIP,"Arora, D. 1991. All that the Rain Promises and More. A Hip Pocket Guide to Western Mushrooms. Ten Speed Press. Berkeley, Ca. 247 pp.",,DUKE,21-Jan-03,
DRB,"Benjamin, Dennis R. 1995. Mushrooms Poisons and Panaceas - A handbook for naturalists and physicians. W. H. Freeman and Co., NY. 422 pp.",,DUKE,21-Jan-03,
B&B,"Bresinsky, A. and Besl, H. 1990. (Transl. N.G. Bisset). A Color Atlas of Poisonous Fungi. Wolfe Publishing Ltd., London. 295 pp. (Transl. from 'Giftpilze - Ein Handbuch fur Apotheker, Arzte und Biologen').",,DUKE,21-Jan-03,
DUP,"Dupre, Bernard. 1974. (Translated by David Macrae). World Treasury of Mushrooms in Color. Galahad Books, New York City. (170 species illustrated in color). 128 pp. $10.95.",,DUKE,21-Jan-03,
HOB,"Hobbs, C. 1996. 3rd Ed. (1st Ed. 1986). Medicinal Mushrooms. Botanical Press, Santa Cruz. 251 pp. (With a useful tabular summary of 'all medicinal mushrooms species').",,DUKE,21-Jan-03,
TAT,"Morgan, A. 1995. Toads and Toadstools - The Natural History, Folklore, and Culture Oddities of a Strange Association. Celestial Satrytsa, Berkeley, Ca. 208 pp.",,DUKE,21-Jan-03,
RAM,"Ramsbottom, J. 1989 (first impression 1953). Mushrooms & Toadstools - A Study of the Activities of Fungi. Bloomsbury Books, London. 306 pp.",,DUKE,21-Jan-03,
ELI,"Schaechter, E. 1997. In the Company of Mushrooms - A Biologist's Tale. Harvard University Press, Cambridge, MA. 280 pp. (Dr. Elio Schaechter is distinguished professor of molecular biology and microbiology, Emeritus, Tufts U. School of Medicine).",,DUKE,21-Jan-03,
PSI,"Stamets, P. 1996. Psilocybin Mushrooms of the World - An Identification Guide. Ten Speed Press, Berkeley, Ca. 245 pp.",,DUKE,21-Jan-03,
GOU,"Stamets, P. 1993. Growing Gourmet & Medicinal Mushrooms. Ten Speed Press, Berkeley, Ca. 94707. 355 pp.",,DUKE,21-Jan-03,
SAC,"Stamets, P. and Chilton, J. S. 1983. The Mushroom Cultivator - A Practical Guide to Growing Mushrooms at Home. Agarikon Press, Olympia, Wa. 414 pp.",,DUKE,21-Jan-03,
SPY,"Stamets, P. and Yao, D. W. 2002. MycoMedicinals. 3rd edition. Fungi Perfecti, Olympia, Wa. 96 pp. $9.95.",,DUKE,21-Jan-03,
BLW,"Williamson, B. L. 2002. Reflections on Fungaloids. Algrove Publishing Ltd., Ottawa, Canada. 143 pp.",,DUKE,21-Jan-03,
YIN,"Ying, Jian Zhe; Mao, Xiao Lan; Ma, Qi Ming; Zong, Yi Chen; and Wen, Hua An. 1987. Reprinted 1989. Ed. by Wang, Hui Jun and Fan, Shu Qin. Translator Xu, Yue Han. Revisors: Wang, Yun Chang; Tang, Han Fen and Ying, Jian Zhe. Science PRess, Beijing. 576 pp.",,DUKE,21-Jan-03,
HDN,"Neuwinger, H. D. 1996. African Ethnobotany - Poisons and Drugs. Chapman & Hall, New York. 941 pp.",,DUKE,17-Feb-03,
HOE,"Handbook of Energy Species. J.A. Duke, 1983. USDA documents online at http://www.hort.purdue.edu/newcrop/duke_energy/dukeindex.html",,DUKE,21-Feb-03,
AKT,"TIllotson, A. K. (with Abel, Jr., R., Tillotson, N.H., Bajracharya, V.M.B.). 2001. The One Earth Herbal Sourcebook: Everything You Need to Know about Chinese, Western, and Ayurvedic Herbal Treatments. Twin Streams, Kensington Publishing Corp. NY,NY. 596 pp",,DUKE,21-Feb-03,2-Nov-06
SBU,"Buhner, Stephen Harrod. 2000. Herbs for Hepatitis C and the Liver. Storey Books, Pownal, VT 05261. 155 pp. $12.95.",,DUKE,21-Feb-03,
JNU,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY.",,DUKE,21-Feb-03,
PIO,"Pio Correa, M. 1984. Dicionario das Plantas Uteis Do Brasil. Ministerio
Da Agricultura. Instituto Brasileiro de Desenvolvmento Florestal. 6 vols.",,DUKE,21-Feb-03,
AJC31:37,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46.",,DUKE,6-May-03,
X12723753,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46. In Pubmed, PMID12723753.",,DUKE,6-May-03,6-May-03
KAF,"Kaufman,PB,Duke,JA,Brielmann,H,Boik,J and Hoyt,JE. 1997. A Comparative Survey of Leguminous Plants as Sources of the Isoflavones Genistein and Daidzein: Implications For Human Nutrition and Health. Journal of Alternative & Complementary Medicine 3(1):7-12",,DUKE,19-May-03,
MKK,"Kaul, M. K. 1997. Medicinal Plants of Kashmir and Ladakh - Temperate and Cold Himalaya. Indus Publishing Company, New Delhi. 173 pp.",,DUKE,2-Jul-03,
GSM,"Santos, Gertrudes A. and Doty, Maxwell S.1985.Algal Natural Products in Relation to the State of Hawaii's Seaweed Populations. Originally produced for Aquaculture Development Program, Hawaii DLNR. University of Hawaii, Hawaii Botanical Sciences Paper,No42",,DUKE,2-Jul-03,
ROE,"Roersch, C. 1994. Plantas Medicinales el al Sur Andino del Peru. 2 vol. Koeltz Scientific Books. Koenigstein.",,DUKE,3-Jul-03,
RAR,"Rutter, R. A. 1990. Catalogo de Plantas Utiles de la Amazonia Peruana. Instituto Linguistico de Verano. Yarinacocha, Peru. 349 pp.",,DUKE,3-Jul-03,
SOU,"Soukup, J. 1970. Vocabulary of the Common Names of the Peruvian Flora and Catalog of the Genera. Editorial Salesiano, Lima. 436 pp.",,DUKE,3-Jul-03,
TAD,"Tucker, A. O. and Debaggio, T. 2000. The Big Book of Herbs. Interweave Press, Inc. Loveland, CO. 688 pp.",,DUKE,22-Aug-03,
MSW,"Hanson, Larch. Edible Sea Vegetables of the New England Coast: A Forager's Guide with Recipes. Maine Seaweed Company, P.O.Box 57, Steuben, ME 04680",,DUKE,22-Aug-03,
MDG8:03,"Cite AlgaeBase as: Guiry, M.D. & Nic Dhonncha, E., 2003. AlgaeBase version 2.0. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org. Searched 8, 2003.",,DUKE,27-Dec-03,
PFS,"Stevens, P. F. 2001 onwards. Angiosperm Phylogeny Website. Version 4, May 2003 [and more or less continuously updated]. http://www.mobot.org/MOBOT/research/APweb/",,DUKE,27-Sep-03,
TTS,"Vozzo, J. A., ed. 2002. Tropical Tree Seed Manual. USDA Forest Service Ag. Handbook 721. Washington, D.C.",,DUKE,4-Oct-03,
LWW,"Little, E. L. Jr., Woodbury, R. O., and Wadsworth, F. H. 1974. Trees of Puerto Rico and the Virgin Islands. 2nd Vol. Ag. Handbook No. 449. USDA, Washington D.C. 1024 pp.",,DUKE,4-Oct-03,
L&W,"Little, E. L. Jr. and Wadsworth, F. H. 1964. Common Trees of Puerto Rico and the Virgin Islands. Ag. Handbook No. 249. USDA, Washington D.C. 548 pp.",,DUKE,4-Oct-03,
YAV,"Vance, D. R. with Arlene Valentine. 1999. Herbal Medicine, Healing & Cancer. Keats Publishing. Chicago, IL. 456 pp.",,DUKE,22-Nov-03,
EHS,"Abbott, Isabella Aiona. 1996. Fourth Edition. Limu - An Ethnobotanical Study of Some Hawaiian Seaweeds. National Tropical Botanical Garden, P.O. Box 340 Lawai, Kauai, Hawaii 96765 USA. 39 pp.",,DUKE,27-Dec-03,
MRA,"Abbott, Isabella Aiona. 1999. Marine Red Algae of the Hawaiian Islands. Bishop Museum Press, 1525 Bernice Street, Honolulu, Hawaii 96817. 477 pp.",,DUKE,27-Dec-03,
SOH,"Magruder, W. H. and Hunt, J. W. 1979. Seaweeds of Hawaii; A Photographic Identification Guide. The Oriental Publishing Co., P.O.Box 22162 Honolulu, HI 96822. 116 pp.
",,DUKE,27-Dec-03,
MDG,"Guiry, M.D. & Nic Dhonncha, E., 2003. AlgaeBase version 2.0. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org [insert the date on which you searched].",,DUKE,27-Dec-03,
NMH,"Humphrey, S. 2003. The Nursing Mother's Herbal. Fairview Press, Minn. 355 pp.",,DUKE,12-Jan-04,
ULW,"Ulwa (Nicaragua): Coe, F. G. and Anderson, G. J. 1999. Ethnobotany of the Sumu (Ulwa) of Southeastern Nicaragua and Comparisons with Miskitu Plant Lore. Econ. Bot. 53(4):363-386.",,DUKE,26-Jan-04,
